Title,Image,Description,Category,Ingredients,Instructions,Time to cook,Servings,Energy,Protein,Carbohydrates,Fat
Zucchini frittata,https://images.arla.com/recordid/39FEE53B-8577-4214-A1CD8728EF6FFBEB/zucchini-frittata.jpg?width=375&height=265&mode=crop&format=jpg,Zucchini och färsk lök sätter smak på frittatan.,"Huvudrätt, Kvällsmat, Lunch, Middag",Zucchini: 400 g | Gula lökar: 2 | Ägg: 6 | Kelda® Matlagningsgrädde: 1½ dl | Salt: ½ tsk | Svartpeppar:  | Svenskt Smör från Arla®: ,"Riv zucchinin grovt. Skala och hacka löken., Vispa ihop ägg och grädde. Rör ner zucchini och lök. Smaksätt med salt och peppar., Smält smör i en stekpanna och häll i hälften av smeten., Stek på svag värme tills smeten stelnar. Vänd med hjälp av ett lock. Stek på andra sidan., Stek resten av smeten likadant., Servera omeletten i bitar med stekta tomater.",30 min,4,,,,
Vegetarisk pasta med pesto,https://images.arla.com/recordid/2E1F78B5-C4E2-460D-BB244151F2ECF10B/vegetarisk-pasta-med-pesto.jpg?width=375&height=265&mode=crop&format=jpg,Vegetarisk pastarätt med ljuvliga grönsaker och en underbart god sås på pesto och citron. Bara att laga och njuta!,"Huvudrätt, Lunch, Middag",Tagliatelle: 300 g | Broccoli: 250 g | Gul lök: 1 | Vitlöksklyfta: 1 | Zucchini: 1 | Arla Köket® Smör- & rapsolja:  | Kelda® Matlagningsgrädde: 2½ dl | Pesto: 1 dl | Citron: rivet skal och saft av ½ | Salt: ½ tsk | Svartpeppar: 2 krm | Rucola: 65 g,"Koka pastan enligt anvisning på förpackningen i en kastrull., Skär broccolin i buketter och bitar. Lägg ner broccolin i kastrullen när ca 2 min av koktiden på pastan återstår., Skala och hacka lök och vitlök. Skär zucchinin i tunna halvmånar., Stek löken och zucchini smör-&rapsolja i en stekpanna 3-4 min. Tillsätt matlagningsgrädde, pesto och citron. Koka upp och smaka av med salt och svartpeppar., Blanda såsen med pasta och toppa med rucola.",30 min,4,550 kcal,19 g,66 g,21 g
Croque Madame,"https://images.arla.com/recordid/C8A91D1E-4442-45EB-878EE8FC37F658BB/croque-madame.jpg?width=375&height=265&mode=crop&crop=(235,0,-43,0)&format=jpg",Fransosernas favoritmacka med ägg på toppen kallas för Croque Madame! Med en sallad till har du en perfekt lunchkompis.,"Brunch, Kvällsmat, Lunch, Snabbmat",Formbröd: 4 skivor | Svenskt Smör från Arla® Ekologiskt: 25 g | Rökt skinka: 2 skivor | Castello® Burger Cheddar skivad hårdost: 4 skivor | Tomat i skivor: 1 | Dijonsenap: 2 tsk | Ägg: 3 | Arla Ko® Eko Standardmjölk: 1½ dl,"Bred smör på en sida av bröden. Lägg skinka, ost och tomat på 2 brödskivor. Bred senap på resten av brödskivorna., Lägg ihop dem till 2 dubbelmackor. Vispa ihop 1 ägg med mjölken., Vänd mackorna i äggstanningen och stek dem frasiga i smör i en stekpanna på låg värme., Stek resten av äggen på ena sidan och lägg dem på de nystekta mackorna.",20 min,4,560 kcal,29 g,31 g,35 g
Kålpudding,https://images.arla.com/recordid/574E00A2-7732-4E8E-A014630DB321B6EA/kalpudding.jpg?width=375&height=265&mode=crop&format=jpg,"Kålpudding - en riktigt svensk klassiker! Servera med kokt potatis, sås och rårörda lingon. Passa på att göra lite extra och frys in.","Huvudrätt, Lunch, Matlåda, Middag","Ris (ca 1,5 dl kokt): ½ dl | Vitkål: 800 g | Svenskt Smör från Arla®: 25 g | Sirap: 2 msk | Salt: ½ tsk | Vatten: 1 dl | Gul lök: 1 | Svenskt Smör från Arla®: 1 msk | Blandfärs: 300 g | Salt: 1 tsk | Peppar: 1 krm | Ägg: 1 | Arla Ko® Standardmjölk: 1 dl","Sätt ugnen på 200º eller 180º varmluft. Koka riset enligt anvisning på förpackningen, om ni inte har ris över sedan tidigare. Låt kallna., Skär bort stocken på kålhuvudet och skär kålen i bitar., Fräs kålen i smör i en stekpanna, gärna i omgångar. Ringla över sirap och salta, fräs lite till., Lägg ihop all kål i stekpannan och häll på vattnet. Låt koka tills vattnet kokat bort., Skala och finhacka löken. Fräs löken mjuk i smör i en stekpanna., Blanda riset med lök, färs, kryddor, ägg och mjölk., Lägg hälften av kålen i botten på en smord ugnssäker form. Bred ut färsen och lägg på resten av kålen., Grädda i mitten av ugnen ca 45 minuter.",1 tim 5 min,4,365 kcal,21 g,25 g,20 g
Räkröra med smak av ingefära och chili,https://images.arla.com/recordid/5AF15DA3-5BD9-4316-B1163862A835098B/rakrora-med-smak-av-ingefara-och-chili.jpg?width=375&height=265&mode=crop&format=jpg,Ingefära och chili ger spännande smak till denna enkla räkröra. Gott som tilltugg till drinken och räcker till fler om du klickar en sked av röran på små crostini.,"Buffé, Förrätt",Skalade räkor grovt hackade: 400 g | Arla Köket® Lätt crème fraiche: 2 dl | Finhackad rödlök: 1 | Rivet skal och saft av lime: 1 | Sweet chilisås: 2 msk | Finriven färsk ingefära: 1 tsk | Surdegsbaguette: 1,"Rör ihop ingredienserna till räkröran., Skär brödet i skivor och rosta dem i ugn eller brödrost.
Fördela räkröran på bröden.",15 min,4,,,,
Lasagne med bacon,https://images.arla.com/recordid/74339653-6BF3-4A2F-AC2C17C3D9E1321A/lasagne-med-bacon.jpg?width=375&height=265&mode=crop&format=jpg,Lasagne blir jättegod med bacon istället för köttfärs. Här blir lasagnen extra enkel och snabb med färdig Kelda ostsås.,"Huvudrätt, Lunch, Middag",Bacon: 140 g | Gula lökar: 2 | Krossade tomater: 800 g | Hönsbuljong: 2 tärningar | Kelda® Pastasås mild ost: 4 dl | Lasagneplattor: 12 | Arla Köket® Riven ost gratäng: 2 dl,"Sätt ugnen på 225° eller 200° varmluft., Skala och hacka löken. Strimla baconet. Fräs lök och bacon i en panna., Häll på tomatkross och smula i buljong. Låt såsen koka några minuter., Varva tomatsås, ostsås och lasagneplattor i en smord ugnssäker form. Strö över osten., Grädda i nedre delen av ugnen ca 30 min.",45 min,4,,,,
Chokladmacarons med moccakräm,"https://images.arla.com/recordid/2306404B-AD29-4318-9B52AB2B90057717/chokladmacarons-med-moccakram.jpg?width=375&height=265&mode=crop&crop=(91,0,-187,0)&format=jpg",Chokladmacarons är underbara små mandelkakor. Macarons eller makroner liknar maränger och dessa har fått sin smak av kakao och kaffe.,"Afternoon tea, Fika","Skållad, skalad mandel: 125 g | Florsocker: 4 dl | Kakao: 2 tsk | Snabbkaffepulver: 2 tsk | Äggvitor: 4 | Strösocker: ½ dl | Svenskt Smör från Arla®: 100 g | Florsocker: 1½ dl | Kakao: 2 tsk | Vaniljsocker: 1 tsk | Äggula: 1 | Snabbkaffepulver: 2 tsk","Mixa mandeln fint i en mixer eller mal den i en mandelkvarn. Blanda florsocker, mandel och kakao., Rör ut kaffet i lite vatten. Vispa äggvitorna med elvisp., Tillsätt strösockret och vispa till en ganska fast marängsmet, ca 2 min., Blanda med de torra ingredienserna och kaffet till en jämn smet., Spritsa eller klicka ut ca 60 kakor stora som 5-kronor på plåtar med bakplåtspapper., Låt kakorna vila minst 30 min, det gör att kakorna inte spricker i ugnen., Sätt ugnen på 125° eller 110° varmluft., Grädda i nedre delen av ugnen ca 20 min. Låt kakorna kallna., Lägg smöret i en bunke och blanda med florsocker, kakao och vaniljsocker. Vispa med elvisp tills blandningen är ljus och porös., Vispa ner äggulan och kaffet utrört i lite vatten., Bred en klick smörkräm på hälften av makronerna och täck med den andra hälften så att de ser ut som små hamburgare., Förvara i kylskåp.",1 tim 30 min,4,85 kcal,2 g,9 g,5 g
Krämig risgrynsgröt,"https://images.arla.com/recordid/B5739EC3-F0BE-4809-B967EDCA5DFA18F9/kramig-risgrynsgrot.jpg?width=375&height=265&mode=crop&crop=(278,0,0,0)&format=jpg",Lyxig risgrynsgröt med ekologisk lantmjölk som förhöjer smaken.,"Efterrätt, Frukost, Mellanmål","Rundkornigt ris: 2½ dl | Vatten: 5 dl | Salt: ½ tsk | Arla® Lantmjölk, ekologisk: 8 dl | Kanelstänger: 1- 2 | Svenskt Smör från Arla®: 2 msk | Strösocker: ev 1 msk","Koka upp ris, vatten och salt i en stor kastrull och låt sjuda ca 10 min., Tillsätt mjölk och kanelstång och låt koka på svag värme ca 30 min tills riset är mjukt, rör om med jämna mellanrum., Rör ner smör och ev socker. Servera gärna med kanel och mjölk.",1 tim,4,280 kcal,7 g,40 g,10 g
Horchata,https://images.arla.com/recordid/0A7C505A-D7A1-4AAD-A9A82AA41A120659/horchata.jpg?width=375&height=265&mode=crop&format=jpg,"Horchata är en ris- och mandeldryck som ursprungligen kommer från Spanien. Drycken har även blivit väldigt populär street food i sydamerika. Den är perfekt att servera en riktigt varm sommardag. Krämig, svalkande och smakrik.","Brunch, Mellanmål",Ris: ¾ dl | Kanelstänger: 2 | Stjärnanis: 2 | Sötmandel: 1 dl | Vatten: 5 dl | Sötad kondenserad mjölk: 1½ dl | Vaniljpulver: 1 krm | Arla Ko® Standardmjölk: 5 dl,"Rosta ris, kanel, stjärnanis och mandel i en torr stekpanna tills riset får lite färg och börjar dofta gott., Häll över i en tillbringare. Häll på kallt vatten. Ställ kallt minst 7 timmar, gärna över natten., Häll riset med kryddor och vatten i en mixer. Tillsätt kondenserad mjölk, vanilj och 2.5 dl kall mjölk. Mixa ordentligt., Sila ner i en ren tillbringare och tillsätt ytterligare 2.5 dl kall mjölk. Servera horchata väl kyld med mycket is.",2 tim,4,,,,
Plommonchutney med valnötter,https://images.arla.com/recordid/82BD0BE0-415C-491A-B633B9380BCB8E58/plommon--och-valnotschutney.jpg?width=375&height=265&mode=crop&format=jpg,Vacker chutney på plommon med smak och krisp av rostade valnötter. Plommonchutney är gott till ostbrickan eller som tillbehör till söndagssteken.,,"Plommon, gärna Victoria el Opal: 500 g | Vatten: ½ dl | Vaniljstång: ½ | Syltsocker: 200 g | Valnötter: 1½ dl","Dela och kärna ur plommonen. Skär i mindre bitar. Lägg dem i en kastrull, tillsätt vatten och vaniljstång., Koka plommonen mjuka, ca 10 min. Tillsätt socker och koka ca 5 min., Rosta valnötterna i en torr, varm stekpanna. Vänd ner dem i chutneyn., Häll i rengjorda syltburkar och sätt på locket direkt. Förvara plommonchutneyn i kyl.",40 min,4,1436 kcal,11 g,257 g,38 g
Äggmuffins med cheddar,https://images.arla.com/recordid/A342C5B1-CA06-4161-9BD132591A11E98D/aggmuffins-med-cheddar.jpg?width=375&height=265&mode=crop&format=jpg,"Ett gott och kul sätt att servera ägg, perfekt på brunchen eller lyxfrukosten. Vill du göra dem vegetariska så byt ut kalkonen mot soltorkad tomat eller oliver.","Afternoon tea, Brunch, Frukost",Ägg: 4 | Salt: 1 krm | Arla Köket® Vispgrädde: 1 dl | Arla® Färskost Naturell: 150 g | Kvibille® Riven ost cheddar: 1½ dl | Arla Köket® Smör- & rapsolja:  | Rökt kalkonbröst: 8 skivor | Rödlök: 1 | Blandad grönsallad: 65 g | Krasse: ½ dl | Rapsolja: 2 msk | Svartpeppar: 1 krm,"Sätt ugnen på 200° eller 180° varmluft., Vispa ihop ägg, salt, grädde och färskost till en jämn smet. Tillsätt riven ost. Pensla muffinsformar med smör-&rapsolja., Lägg en skiva kalkon i varje form. Häll i äggsmeten. Grädda mitt i ugnen 10-15 min. Låt svalna., Skala och skiva rödlöken. Blanda salladen med rödlök, klippt krasse och svartpeppar. Ringla över oljan. Servera till äggmuffinsen.",30 min,4,205 kcal,9 g,2 g,18 g
Kokoslimelax med currysås,https://images.arla.com/recordid/8E072F60-0887-4DFB-A243EEFCAE5B2520/kokoslimelax-med-currysas.jpg?width=375&height=265&mode=crop&format=jpg,"Laxfilé är favoritmat! Här serverad med lime, kokos och en färgglad currysås","Huvudrätt, Lunch, Middag",Laxfilé: 500 g | Lime: 1 | Kokosflingor: ½ dl | Salt: 1 tsk | Gul lök: 1 | Vitlöksklyftor: 2 | Curry: ½ msk | Arla Köket® Smör- & rapsolja: 1 msk | Lätt kokosmjölk: 2½ dl | Sambal oelek: 1 krm | Farinsocker: 2 tsk | Fisksås: 1 msk,"Sätt ugnen på 225° eller 200° varmluft., Riv skalet av limen och blanda med kokosflingorna., Lägg laxbitarna i en ugnssäker form. Pressa över limesaft, salta och strö över kokos- & limeblandningen., Stek laxen i ugnen i ca 15 min tills den är genomstekt., Skala och finhacka lök och vitlök. Fräs det utan att det tar färg tillsammans med curryn i smör-&rapsolja i en kastrull., Tillsätt kokosmjölken, sambal oelek, farinsocker och fisksås och koka ihop ca 3 minuter på svag värme.",20 min,4,,,,
"Sallad med lufttorkad skinka, ost och melon",https://images.arla.com/recordid/4D05B50C-E1AD-4620-A95D61D5F2CAA7D4/sallad-med-lufttorkad-skinka-ost-och-melon.jpg?width=375&height=265&mode=crop&format=jpg,En sallad som för tankarna till medelhavet!,"Huvudrätt, Lunch, Middag",Skivad lufttorkad skinka: 100 g | Pasta farfalle: 200 g | Kvibille® Riven ost cheddar: 2 dl | Vitlöksklyfta: 1 | Olivolja: 2 msk | Vinäger: 1 msk | Salt: 2 krm | Svartpeppar: 1 krm | Galiamelon: 350 g | Körsbärstomater: 250 g | Rödlök: 1 | Blandad grönsallad: 1 liter | Pinjenötter: 1 dl | Olivolja:  | Arla Köket® Lätt crème fraiche parmesan & vitlök: 2 dl,"Koka pastan enligt anvisning på förpackningen. Häll av och spola i kallt vatten., Blanda pastan med ost, pressad vitlök, olivolja och vinäger eller citron. Salta och peppra., Skala, kärna ur och skär melonen i klyftor. Dela tomaterna. Skala och skiva rödlöken tunt., Lägg salladen på tallrikar eller ett stort uppläggningsfat, och fördela pasta, melonklyftor, rödlök och skinka., Toppa salladen med pinjenötter och tomater. Ringla ev över lite olivolja. Klicka på crème fraiche.",30 min,4,710 kcal,25 g,53 g,44 g
Panerade ostpinnar med tartarsås,"https://images.arla.com/recordid/11DEF4FA-5BA7-4B8F-9123A1C362794133/panerade-ostpinnar-med-tartarsas.jpg?width=375&height=265&mode=crop&crop=(211,0,-67,0)&format=jpg","Att göra ""fiskpinnar"" av ost funkar alldels utmärkt! De får sitt goda krisp genom att paneras på klassiskt vis med mjöl, ägg och ströbröd för att sedan stekas i rikligt med smör. Servera dessa ostpinnar med hemlagat potatismos, tartarsås, fina gröna ärter och citronklyftor. Vardag när den är som bäst!",Huvudrätt,Halloumi: 1 förp | Vetemjöl: 1½ dl | Ströbröd: 1½ dl | Ägg: 2 | Svenskt Smör från Arla®: 25 g | Schalottenlök: 1 | Cornichons: 8 | Arla Ko® Gräddfil: 1 dl | Majonnäs: 1 dl | Dijonsenap: 1 msk | Arla Köket® Smör- & rapsolja: 2 msk | Salt och svartpeppar:  | Potatismos:  | Frysta gröna ärter: 250 g | Citron: 1,Börja med tartarsåsen. Finhacka lök och cornichons. Lägg i en skål och rör ner övriga ingredienser. Smaka av med salt och peppar.,40 min,4,,,,
Mazariner,https://images.arla.com/recordid/2BC80B83-D210-4822-BC72D61A45CC7FF2/mazariner.jpg?width=375&height=265&mode=crop&format=jpg,Mazariner är populära kondiskakor med fyllning av mandel som du enkelt gör själv. En mazarin är oemotståndlig till kaffet.,"Efterrätt, Fika","Svenskt Smör från Arla®, rumsvarmt: 100 g | Strösocker: ½ dl | Ägg: 1 | Vetemjöl: 3 dl | Mandel: 150 g | Bittermandlar: 3 | Strösocker: 1 dl | Svenskt Smör från Arla®: 75 g | Ägg: 2 | Florsocker: 2 dl | Vatten: ca 2 msk","Vispa med elvisp eller mixa smör och socker i en bunke. Tillsätt ägg och mjöl och arbeta ihop till en deg. Låt den vila i kyl 30 min. Sätt ugnen på 200° eller 180° varmluft., Skålla och skala mandeln. Mixa den fint eller mal den i mandelkvarn. Blanda med socker och smör. Tillsätt äggen och rör till en jämn smet., Tryck ut degen i mazarinformar av papper eller i smorda metallformar. Ställ formarna på en plåt. Lägg i fyllningen., Grädda i mitten av ugnen ca 15 min. Låt svalna. Rör samman glasyren och bred över när kakorna kallnat.",,4,255 kcal,4 g,25 g,15 g
Kalvdans,"https://images.arla.com/recordid/4779E1D1-D6A7-4E51-BF3FFFB738014456/kalvdans.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg","Kalvdans är en riktig klassiker som traditionellt görs på råmjölk. Till denna kalvdans, smaksatt med kardemumma och vanilj, behöver du lantmjölk, torrmjölk och ägg. Kalvdansen tillagas i vattenbad i ugnen och serveras gärna med lättvispad grädde och sylt. Lika god att äta ljummen som kall.","Efterrätt, Mellanmål","Ägg: 2 | Arla® Lantmjölk, ekologisk: 6 dl | Mjölkpulver, 1%: 2½ dl | Strösocker: 2 msk | Stötta kardemummakärnor: 1 tsk | Vaniljpulver: 2 krm | Salt: 1 krm | Arla Ko® Vispgrädde: 3 dl | Hallonsylt eller färska bär: 2 dl","Sätt ugnen på 150° eller 135° varmluft., Vispa upp äggen. Rör ner mjölk, mjölkpulver, socker, kardemumma, vaniljpulver och salt., Häll smeten i en smord ugnssäker form. Ställ ner formen i en större form fylld med kallt vatten till ett vattenbad., Grädda mitt i ugnen tills puddingen stannat, ca 1 tim., Servera ljummen kalvdans med lättvispad grädde och hallonsylt.",1 tim 30 min,4,565 kcal,17 g,47 g,34 g
Sesamwok,"https://images.arla.com/recordid/89D73869-FBD9-4828-839378EA1C1277D5/sesamwok.jpg?width=375&height=265&mode=crop&crop=(259,0,-19,0)&format=jpg",Rostade sesamfrön ger en fin smakbrytning till wokade grönsaker. Gott med jasminris och sojasås.,"Huvudrätt, Lunch, Middag, Varmrätt",Sesamfrön: ½ dl | Frysta wokgrönsaker t ex thai: 600 g | Rapsolja: 1 msk | Svenskt Smör från Arla®: 1 tsk | Ljus soja: 1 msk | Riven färsk ingefära: ½ msk | Salt: ½ tsk | Chilipulver: 1 krm | Sesamolja: ½ msk | Rårörsocker: ½ msk,"Rosta sesamfröna i en torr, het wok eller stekpanna. Ta upp fröna på ett fat så länge., Hetta upp olja och smör i en wok eller stekpanna tills smöret är brunt. Woka grönsakerna 3–5 min under omrörning., Krydda med soja, ingefära, salt, peppar, sesamolja och farin eller råsocker. Strö sesamfröna över.",15 min,4,380 kcal,9 g,55 g,14 g
Äppelmuffins med cottage cheese,https://images.arla.com/recordid/B86A3F0A-1679-477B-BBA280DBB99E141B/appelmuffins-med-cottage-cheese.jpg?width=375&height=265&mode=crop&format=jpg,Vem vill inte ha saftiga muffins till mellanmål? Här med god smak av äpple och cottage cheese.,"Afternoon tea, Fika, Mellanmål","Äpple: 1 | Hasselnötter: 1 dl | Vetemjöl: 4 dl | Bakpulver: 1 tsk | Strösocker: ½ dl | Malen kardemumma: 1 tsk | Linfrön: 1 msk | Ägg: 2 | Arla Ko® Standardmjölk: 1½ dl | Svenskt Smör från Arla®, smält: 50 g | KESO® Cottage cheese: 125 g","Sätt ugnen på 225° eller 210° varmluft., Skala, kärna ur och tärna äpplet. Hacka nötterna., Blanda alla torra ingredienser. Tillsätt ägg, mjölk, smör, cottage cheese, äpple och nötter., Klicka ut smeten i en muffinsplåt eller muffinsformar och grädda i mitten av ugnen ca 20 min.",35 min,4,190 kcal,5 g,21 g,9 g
